"";"UF";"ETAPA";"REDE";"COR";"total_pd";"se.pd"
"312";"Santa Catarina";"Regular do ensino fundamental";"Rede pública";"Outros";377,18512937;370,848799918411
"313";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede privada";"Branca";30638,74012168;5876,11201592864
"314";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede privada";"Negra";3655,39759592;1590,14354460419
"315";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"316";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede pública";"Branca";206401,83347902;21817,4051636594
"317";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede pública";"Negra";73324,70906291;9735,62278237842
"318";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede pública";"Outros";587,63354022;594,09187831026
"319";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede privada";"Branca";6033,42557624;1936,46415172582
"320";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede privada";"Negra";3854,56534037;1562,14203490422
"321";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"322";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede pública";"Branca";24418,22121191;4441,60735267041
"323";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede pública";"Negra";46538,44794544;6869,22781438461
"324";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede pública";"Outros";596,57133988;509,765451160508
"325";"Mato Grosso";"Regular do ensino fundamental";"Rede privada";"Branca";6720,13728316;2804,39957552799
"326";"Mato Grosso";"Regular do ensino fundamental";"Rede privada";"Negra";6416,53365155;2100,10338381513
"327";"Mato Grosso";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"328";"Mato Grosso";"Regular do ensino fundamental";"Rede pública";"Branca";25793,35383378;6459,60544573206
"329";"Mato Grosso";"Regular do ensino fundamental";"Rede pública";"Negra";66600,03958485;11673,9271874339
"330";"Mato Grosso";"Regular do ensino fundamental";"Rede pública";"Outros";272,91917523;263,080247290523
"331";"Goiás";"Regular do ensino fundamental";"Rede privada";"Branca";23624,43990801;6166,97447542108
"332";"Goiás";"Regular do ensino fundamental";"Rede privada";"Negra";19616,27657507;4744,7308833495
"333";"Goiás";"Regular do ensino fundamental";"Rede privada";"Outros";0;0
"334";"Goiás";"Regular do ensino fundamental";"Rede pública";"Branca";55860,1825804;8395,02577652711
"335";"Goiás";"Regular do ensino fundamental";"Rede pública";"Negra";129136,54513849;16030,4168583311
"336";"Goiás";"Regular do ensino fundamental";"Rede pública";"Outros";97,7376601;101,240326066483
"337";"Distrito Federal";"Regular do ensino fundamental";"Rede privada";"Branca";18181,77181336;6136,09292788639
"338";"Distrito Federal";"Regular do ensino fundamental";"Rede privada";"Negra";9987,26066623;2859,94310878264
"339";"Distrito Federal";"Regular do ensino fundamental";"Rede privada";"Outros";622,71023127;414,182719369764
"340";"Distrito Federal";"Regular do ensino fundamental";"Rede pública";"Branca";21868,95224851;5188,97372036727
"341";"Distrito Federal";"Regular do ensino fundamental";"Rede pública";"Negra";46500,58999475;8599,08124746249
"342";"Distrito Federal";"Regular do ensino fundamental";"Rede pública";"Outros";387,73055107;396,823879903088
"343";"Rondônia";"Regular do ensino médio";"Rede privada";"Branca";0;0
"344";"Rondônia";"Regular do ensino médio";"Rede privada";"Negra";326,38137088;201,694437704841
"345";"Rondônia";"Regular do ensino médio";"Rede privada";"Outros";0;0
"346";"Rondônia";"Regular do ensino médio";"Rede pública";"Branca";1557,32047944;624,295532774181
"347";"Rondônia";"Regular do ensino médio";"Rede pública";"Negra";13747,14680284;3141,91449597355
"348";"Rondônia";"Regular do ensino médio";"Rede pública";"Outros";163,7190593;172,17297465716
"349";"Acre";"Regular do ensino médio";"Rede privada";"Branca";0;0
"350";"Acre";"Regular do ensino médio";"Rede privada";"Negra";264,35964222;190,344815564655
"351";"Acre";"Regular do ensino médio";"Rede privada";"Outros";0;0
"352";"Acre";"Regular do ensino médio";"Rede pública";"Branca";1158,58188913;402,437261287179
"353";"Acre";"Regular do ensino médio";"Rede pública";"Negra";5955,07086385;1357,60454900786
"354";"Acre";"Regular do ensino médio";"Rede pública";"Outros";0;0
"355";"Amazonas";"Regular do ensino médio";"Rede privada";"Branca";744,7935854;426,628692874961
"356";"Amazonas";"Regular do ensino médio";"Rede privada";"Negra";2281,47005867;974,21407286462
"357";"Amazonas";"Regular do ensino médio";"Rede privada";"Outros";0;0
"358";"Amazonas";"Regular do ensino médio";"Rede pública";"Branca";9829,62336829;2338,47002816516
"359";"Amazonas";"Regular do ensino médio";"Rede pública";"Negra";48731,72601938;8241,96962998637
"360";"Amazonas";"Regular do ensino médio";"Rede pública";"Outros";0;0
"361";"Roraima";"Regular do ensino médio";"Rede privada";"Branca";100,37708977;101,133532026169
"362";"Roraima";"Regular do ensino médio";"Rede privada";"Negra";72,46361911;71,5499861507316
"363";"Roraima";"Regular do ensino médio";"Rede privada";"Outros";0;0
"364";"Roraima";"Regular do ensino médio";"Rede pública";"Branca";979,43587717;326,921006374633
"365";"Roraima";"Regular do ensino médio";"Rede pública";"Negra";4857,45360369;1263,90955621998
"366";"Roraima";"Regular do ensino médio";"Rede pública";"Outros";368,41320047;235,98380414112
"367";"Pará";"Regular do ensino médio";"Rede privada";"Branca";2806,60123565;1263,70736353559
"368";"Pará";"Regular do ensino médio";"Rede privada";"Negra";6569,57083423;2312,41460496745
"369";"Pará";"Regular do ensino médio";"Rede privada";"Outros";0;0
"370";"Pará";"Regular do ensino médio";"Rede pública";"Branca";15811,58720792;3487,0589959315
"371";"Pará";"Regular do ensino médio";"Rede pública";"Negra";66685,32510163;9920,41747002497
"372";"Pará";"Regular do ensino médio";"Rede pública";"Outros";2595,20576286;1582,99790902207
"373";"Amapá";"Regular do ensino médio";"Rede privada";"Branca";0;0
"374";"Amapá";"Regular do ensino médio";"Rede privada";"Negra";302,99735868;238,29209975899
"375";"Amapá";"Regular do ensino médio";"Rede privada";"Outros";0;0
"376";"Amapá";"Regular do ensino médio";"Rede pública";"Branca";1817,44909768;576,983957555786
"377";"Amapá";"Regular do ensino médio";"Rede pública";"Negra";6238,79719448;1740,87945306258
"378";"Amapá";"Regular do ensino médio";"Rede pública";"Outros";0;0
"379";"Tocantins";"Regular do ensino médio";"Rede privada";"Branca";530,561967;451,145566448035
"380";"Tocantins";"Regular do ensino médio";"Rede privada";"Negra";668,43996469;428,895557922536
"381";"Tocantins";"Regular do ensino médio";"Rede privada";"Outros";0;0
"382";"Tocantins";"Regular do ensino médio";"Rede pública";"Branca";2146,31557627;729,414724641343
"383";"Tocantins";"Regular do ensino médio";"Rede pública";"Negra";11798,94074217;2623,14527673428
"384";"Tocantins";"Regular do ensino médio";"Rede pública";"Outros";0;0
"385";"Maranhão";"Regular do ensino médio";"Rede privada";"Branca";2301,1338172;715,920135755331
"386";"Maranhão";"Regular do ensino médio";"Rede privada";"Negra";2171,72648917;837,450121162383
"387";"Maranhão";"Regular do ensino médio";"Rede privada";"Outros";0;0
"388";"Maranhão";"Regular do ensino médio";"Rede pública";"Branca";17467,3336948;2444,99522082835
"389";"Maranhão";"Regular do ensino médio";"Rede pública";"Negra";73157,74470276;7511,31311848923
"390";"Maranhão";"Regular do ensino médio";"Rede pública";"Outros";78,68274565;83,3256794311994
"391";"Piauí";"Regular do ensino médio";"Rede privada";"Branca";2028,37225265;790,607126003039
"392";"Piauí";"Regular do ensino médio";"Rede privada";"Negra";2489,95217152;1042,16229174948
"393";"Piauí";"Regular do ensino médio";"Rede privada";"Outros";0;0
"394";"Piauí";"Regular do ensino médio";"Rede pública";"Branca";2965,0880183;1006,55122122332
"395";"Piauí";"Regular do ensino médio";"Rede pública";"Negra";26317,24300627;5154,54674582447
"396";"Piauí";"Regular do ensino médio";"Rede pública";"Outros";0;0
"397";"Ceará";"Regular do ensino médio";"Rede privada";"Branca";4118,69982453;2012,01368509161
"398";"Ceará";"Regular do ensino médio";"Rede privada";"Negra";3594,44711487;1332,73663635228
"399";"Ceará";"Regular do ensino médio";"Rede privada";"Outros";0;0
"400";"Ceará";"Regular do ensino médio";"Rede pública";"Branca";25795,79231796;4928,63062307093
"401";"Ceará";"Regular do ensino médio";"Rede pública";"Negra";64897,82123895;8030,98618169521
"402";"Ceará";"Regular do ensino médio";"Rede pública";"Outros";987,60573262;582,533701276448
"403";"Rio Grande do Norte";"Regular do ensino médio";"Rede privada";"Branca";1851,30337819;871,363508787653
"404";"Rio Grande do Norte";"Regular do ensino médio";"Rede privada";"Negra";3017,2159633;1101,54253755299
"405";"Rio Grande do Norte";"Regular do ensino médio";"Rede privada";"Outros";0;0
"406";"Rio Grande do Norte";"Regular do ensino médio";"Rede pública";"Branca";11019,37174025;2247,33831832208
"407";"Rio Grande do Norte";"Regular do ensino médio";"Rede pública";"Negra";18333,62640852;3399,64710618466
"408";"Rio Grande do Norte";"Regular do ensino médio";"Rede pública";"Outros";0;0
"409";"Paraíba";"Regular do ensino médio";"Rede privada";"Branca";1615,46153681;726,582414921818
"410";"Paraíba";"Regular do ensino médio";"Rede privada";"Negra";3960,71868358;1425,89121475212
"411";"Paraíba";"Regular do ensino médio";"Rede privada";"Outros";0;0
"412";"Paraíba";"Regular do ensino médio";"Rede pública";"Branca";6726,03044914;1805,12603353038
"413";"Paraíba";"Regular do ensino médio";"Rede pública";"Negra";18167,61375121;3621,88927854809
"414";"Paraíba";"Regular do ensino médio";"Rede pública";"Outros";0;0
"415";"Pernambuco";"Regular do ensino médio";"Rede privada";"Branca";5922,70065122;2406,4328928287
"416";"Pernambuco";"Regular do ensino médio";"Rede privada";"Negra";7154,02480981;2297,48997474447
"417";"Pernambuco";"Regular do ensino médio";"Rede privada";"Outros";0;0
"418";"Pernambuco";"Regular do ensino médio";"Rede pública";"Branca";22537,1910079;4045,04998182545
"419";"Pernambuco";"Regular do ensino médio";"Rede pública";"Negra";58049,2645528;7955,55098662351
"420";"Pernambuco";"Regular do ensino médio";"Rede pública";"Outros";457,23420499;422,951015761978
"421";"Alagoas";"Regular do ensino médio";"Rede privada";"Branca";1651,39046887;622,104912990584
"422";"Alagoas";"Regular do ensino médio";"Rede privada";"Negra";2978,00516853;794,803823048498
"423";"Alagoas";"Regular do ensino médio";"Rede privada";"Outros";0;0
"424";"Alagoas";"Regular do ensino médio";"Rede pública";"Branca";5269,15051818;1099,50247724048
"425";"Alagoas";"Regular do ensino médio";"Rede pública";"Negra";21963,88059271;3030,57920690631
"426";"Alagoas";"Regular do ensino médio";"Rede pública";"Outros";0;0
"427";"Sergipe";"Regular do ensino médio";"Rede privada";"Branca";635,31502151;425,255544115103
"428";"Sergipe";"Regular do ensino médio";"Rede privada";"Negra";1273,77498801;526,075952887792
"429";"Sergipe";"Regular do ensino médio";"Rede privada";"Outros";0;0
"430";"Sergipe";"Regular do ensino médio";"Rede pública";"Branca";4874,25206856;1100,63471669608
"431";"Sergipe";"Regular do ensino médio";"Rede pública";"Negra";14938,61161841;2799,15944593345
"432";"Sergipe";"Regular do ensino médio";"Rede pública";"Outros";123,55021802;117,699213069894
"433";"Bahia";"Regular do ensino médio";"Rede privada";"Branca";2093,99670671;1573,30209269568
"434";"Bahia";"Regular do ensino médio";"Rede privada";"Negra";8189,41127134;3436,13746630142
"435";"Bahia";"Regular do ensino médio";"Rede privada";"Outros";0;0
"436";"Bahia";"Regular do ensino médio";"Rede pública";"Branca";29044,86020612;5735,78501213301
"437";"Bahia";"Regular do ensino médio";"Rede pública";"Negra";126078,49447459;15810,7566800437
"438";"Bahia";"Regular do ensino médio";"Rede pública";"Outros";0;0
"439";"Minas Gerais";"Regular do ensino médio";"Rede privada";"Branca";13954,30952043;3884,71577319984
"440";"Minas Gerais";"Regular do ensino médio";"Rede privada";"Negra";12740,21222988;3656,04323425767
"441";"Minas Gerais";"Regular do ensino médio";"Rede privada";"Outros";0;0
"442";"Minas Gerais";"Regular do ensino médio";"Rede pública";"Branca";67926,3513577;10097,5906113104
"443";"Minas Gerais";"Regular do ensino médio";"Rede pública";"Negra";121207,728033;13348,3576631006
"444";"Minas Gerais";"Regular do ensino médio";"Rede pública";"Outros";1039,82901437;858,380955164303
"445";"Espírito Santo";"Regular do ensino médio";"Rede privada";"Branca";2541,46984582;895,663054412827
"446";"Espírito Santo";"Regular do ensino médio";"Rede privada";"Negra";1359,7051586;532,415300023369
"447";"Espírito Santo";"Regular do ensino médio";"Rede privada";"Outros";0;0
"448";"Espírito Santo";"Regular do ensino médio";"Rede pública";"Branca";11009,83773359;2405,60313454218
"449";"Espírito Santo";"Regular do ensino médio";"Rede pública";"Negra";20551,64358274;3279,25763095015
"450";"Espírito Santo";"Regular do ensino médio";"Rede pública";"Outros";0;0
"451";"Rio de Janeiro";"Regular do ensino médio";"Rede privada";"Branca";27343,81502905;4717,47789665452
"452";"Rio de Janeiro";"Regular do ensino médio";"Rede privada";"Negra";9016,49823358;2691,93202203234
"453";"Rio de Janeiro";"Regular do ensino médio";"Rede privada";"Outros";0;0
"454";"Rio de Janeiro";"Regular do ensino médio";"Rede pública";"Branca";48666,47873122;6879,67738970574
"455";"Rio de Janeiro";"Regular do ensino médio";"Rede pública";"Negra";87672,96529408;10458,7250306894
"456";"Rio de Janeiro";"Regular do ensino médio";"Rede pública";"Outros";0;0
"457";"São Paulo";"Regular do ensino médio";"Rede privada";"Branca";61009,12522105;11154,6825702733
"458";"São Paulo";"Regular do ensino médio";"Rede privada";"Negra";13153,51465902;5073,33792696262
"459";"São Paulo";"Regular do ensino médio";"Rede privada";"Outros";899,60876311;912,173087100505
"460";"São Paulo";"Regular do ensino médio";"Rede pública";"Branca";247306,27236324;33955,8977785955
"461";"São Paulo";"Regular do ensino médio";"Rede pública";"Negra";167573,85890404;20763,2495623322
"462";"São Paulo";"Regular do ensino médio";"Rede pública";"Outros";1682,36747805;1753,97060515636
"463";"Paraná";"Regular do ensino médio";"Rede privada";"Branca";14619,77061656;3052,81379073175
"464";"Paraná";"Regular do ensino médio";"Rede privada";"Negra";1358,38640559;877,461935863684
"465";"Paraná";"Regular do ensino médio";"Rede privada";"Outros";507,9294936;518,800851675864
"466";"Paraná";"Regular do ensino médio";"Rede pública";"Branca";70923,89768608;9124,52691367113
"467";"Paraná";"Regular do ensino médio";"Rede pública";"Negra";31350,11018715;5797,52436478419
"468";"Paraná";"Regular do ensino médio";"Rede pública";"Outros";719,96503418;757,350075315005
"469";"Santa Catarina";"Regular do ensino médio";"Rede privada";"Branca";10214,10780909;1912,90482784027
"470";"Santa Catarina";"Regular do ensino médio";"Rede privada";"Negra";411,14018017;416,986268905471
"471";"Santa Catarina";"Regular do ensino médio";"Rede privada";"Outros";0;0
"472";"Santa Catarina";"Regular do ensino médio";"Rede pública";"Branca";47305,89600377;4871,07998557631
"473";"Santa Catarina";"Regular do ensino médio";"Rede pública";"Negra";9237,66948512;1792,43508844823
"474";"Santa Catarina";"Regular do ensino médio";"Rede pública";"Outros";0;0
"475";"Rio Grande do Sul";"Regular do ensino médio";"Rede privada";"Branca";10771,67604793;2670,75829604945
"476";"Rio Grande do Sul";"Regular do ensino médio";"Rede privada";"Negra";1639,96509768;913,061868089317
"477";"Rio Grande do Sul";"Regular do ensino médio";"Rede privada";"Outros";0;0
"478";"Rio Grande do Sul";"Regular do ensino médio";"Rede pública";"Branca";64137,11039975;9642,32661319291
"479";"Rio Grande do Sul";"Regular do ensino médio";"Rede pública";"Negra";22562,84256185;4280,93481830236
"480";"Rio Grande do Sul";"Regular do ensino médio";"Rede pública";"Outros";0;0
"481";"Mato Grosso do Sul";"Regular do ensino médio";"Rede privada";"Branca";168,7701219;158,963316126995
"482";"Mato Grosso do Sul";"Regular do ensino médio";"Rede privada";"Negra";1536,89714194;1067,47186245331
"483";"Mato Grosso do Sul";"Regular do ensino médio";"Rede privada";"Outros";0;0
"484";"Mato Grosso do Sul";"Regular do ensino médio";"Rede pública";"Branca";6766,11763096;1895,97187689593
"485";"Mato Grosso do Sul";"Regular do ensino médio";"Rede pública";"Negra";13827,06458556;2997,40155453356
"486";"Mato Grosso do Sul";"Regular do ensino médio";"Rede pública";"Outros";0;0
"487";"Mato Grosso";"Regular do ensino médio";"Rede privada";"Branca";521,29733396;434,069811926503
"488";"Mato Grosso";"Regular do ensino médio";"Rede privada";"Negra";1219,9674803;624,200854141485
"489";"Mato Grosso";"Regular do ensino médio";"Rede privada";"Outros";0;0
"490";"Mato Grosso";"Regular do ensino médio";"Rede pública";"Branca";9357,92092625;1892,58985479371
"491";"Mato Grosso";"Regular do ensino médio";"Rede pública";"Negra";23652,51167006;4149,36858469129
"492";"Mato Grosso";"Regular do ensino médio";"Rede pública";"Outros";545,50555832;394,895322301173
"493";"Goiás";"Regular do ensino médio";"Rede privada";"Branca";6773,55859659;2963,22165035717
"494";"Goiás";"Regular do ensino médio";"Rede privada";"Negra";5571,7762971;2216,99606831069
"495";"Goiás";"Regular do ensino médio";"Rede privada";"Outros";0;0
"496";"Goiás";"Regular do ensino médio";"Rede pública";"Branca";17988,71299912;4737,78056592497
"497";"Goiás";"Regular do ensino médio";"Rede pública";"Negra";39910,02434719;6242,84800752926
"498";"Goiás";"Regular do ensino médio";"Rede pública";"Outros";0;0
"499";"Distrito Federal";"Regular do ensino médio";"Rede privada";"Branca";6235,06497472;2429,07697682523
"500";"Distrito Federal";"Regular do ensino médio";"Rede privada";"Negra";4608,09772688;1931,40034117885
"501";"Distrito Federal";"Regular do ensino médio";"Rede privada";"Outros";0;0
"502";"Distrito Federal";"Regular do ensino médio";"Rede pública";"Branca";4803,82850972;1569,26048316776
"503";"Distrito Federal";"Regular do ensino médio";"Rede pública";"Negra";16049,59409141;2879,48694908466
"504";"Distrito Federal";"Regular do ensino médio";"Rede pública";"Outros";0;0
