"";"UF";"ETAPA";"REDE";"COR";"total_pd";"se.pd"
"304";"Paraná";"Regular do ensino fundamental";"Rede pública";"Branca";729565,93482193;27850,0597662954
"305";"Paraná";"Regular do ensino fundamental";"Rede pública";"Negra";511179,77861276;25917,280573431
"306";"Paraná";"Regular do ensino fundamental";"Rede pública";"Outros";9426,2981895;2653,68960469983
"307";"Santa Catarina";"Regular do ensino fundamental";"Rede privada";"Branca";89623,58567581;7525,90707867426
"308";"Santa Catarina";"Regular do ensino fundamental";"Rede privada";"Negra";12318,61291537;2570,51164247011
"309";"Santa Catarina";"Regular do ensino fundamental";"Rede privada";"Outros";529,8882491;388,99155014097
"310";"Santa Catarina";"Regular do ensino fundamental";"Rede pública";"Branca";557364,05648994;15155,4295745835
"311";"Santa Catarina";"Regular do ensino fundamental";"Rede pública";"Negra";200438,61714009;10136,6404726197
"312";"Santa Catarina";"Regular do ensino fundamental";"Rede pública";"Outros";6548,19947454;1775,69322856326
"313";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede privada";"Branca";156698,29778777;14316,4615763621
"314";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede privada";"Negra";18532,38390371;3782,29597239828
"315";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede privada";"Outros";585,69795799;395,032479217486
"316";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede pública";"Branca";812394,93104096;25018,5440188983
"317";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede pública";"Negra";320361,4747631;21901,7625776006
"318";"Rio Grande do Sul";"Regular do ensino fundamental";"Rede pública";"Outros";2441,17977846;1151,33889997332
"319";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede privada";"Branca";32730,15416721;4613,31577446501
"320";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede privada";"Negra";14956,62996681;2232,46897016654
"321";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede privada";"Outros";179,18510872;178,567537274271
"322";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede pública";"Branca";143546,68004767;9055,72385421288
"323";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede pública";"Negra";201399,35447169;10865,8382103062
"324";"Mato Grosso do Sul";"Regular do ensino fundamental";"Rede pública";"Outros";5657,88074592;2166,74252973178
"325";"Mato Grosso";"Regular do ensino fundamental";"Rede privada";"Branca";22819,43278647;3681,49910739308
"326";"Mato Grosso";"Regular do ensino fundamental";"Rede privada";"Negra";25396,93271012;4101,44951185969
"327";"Mato Grosso";"Regular do ensino fundamental";"Rede privada";"Outros";667,0378458;505,461188291651
"328";"Mato Grosso";"Regular do ensino fundamental";"Rede pública";"Branca";95949,48882109;6966,9481165661
"329";"Mato Grosso";"Regular do ensino fundamental";"Rede pública";"Negra";350528,15320951;14921,9963492968
"330";"Mato Grosso";"Regular do ensino fundamental";"Rede pública";"Outros";3953,58623566;2264,35059179425
"331";"Goiás";"Regular do ensino fundamental";"Rede privada";"Branca";78423,79085336;8217,3517595208
"332";"Goiás";"Regular do ensino fundamental";"Rede privada";"Negra";88000,55906429;9211,65436056688
"333";"Goiás";"Regular do ensino fundamental";"Rede privada";"Outros";1546,16296676;1092,64667505405
"334";"Goiás";"Regular do ensino fundamental";"Rede pública";"Branca";213359,41335686;10823,5669533988
"335";"Goiás";"Regular do ensino fundamental";"Rede pública";"Negra";553586,30351309;21793,910225683
"336";"Goiás";"Regular do ensino fundamental";"Rede pública";"Outros";3346,88712815;1619,30360371305
"337";"Distrito Federal";"Regular do ensino fundamental";"Rede privada";"Branca";58594,23974056;8108,15357454258
"338";"Distrito Federal";"Regular do ensino fundamental";"Rede privada";"Negra";47158,62339128;6297,00108574659
"339";"Distrito Federal";"Regular do ensino fundamental";"Rede privada";"Outros";737,1457413;599,43266799202
"340";"Distrito Federal";"Regular do ensino fundamental";"Rede pública";"Branca";88059,87752267;7652,21929947684
"341";"Distrito Federal";"Regular do ensino fundamental";"Rede pública";"Negra";187197,88420596;10981,3049498866
"342";"Distrito Federal";"Regular do ensino fundamental";"Rede pública";"Outros";1633,42528175;927,185677265159
"343";"Rondônia";"Regular do ensino médio";"Rede privada";"Branca";1971,76896747;913,505824008494
"344";"Rondônia";"Regular do ensino médio";"Rede privada";"Negra";1660,33807968;671,728766099689
"345";"Rondônia";"Regular do ensino médio";"Rede privada";"Outros";0;0
"346";"Rondônia";"Regular do ensino médio";"Rede pública";"Branca";17732,42603543;2929,20386891387
"347";"Rondônia";"Regular do ensino médio";"Rede pública";"Negra";58289,27650862;4386,33712701321
"348";"Rondônia";"Regular do ensino médio";"Rede pública";"Outros";548,25963739;349,778684192737
"349";"Acre";"Regular do ensino médio";"Rede privada";"Branca";583,10153622;179,217001624852
"350";"Acre";"Regular do ensino médio";"Rede privada";"Negra";1043,59797836;363,154888399607
"351";"Acre";"Regular do ensino médio";"Rede privada";"Outros";0;0
"352";"Acre";"Regular do ensino médio";"Rede pública";"Branca";7802,25572843;1060,1770378685
"353";"Acre";"Regular do ensino médio";"Rede pública";"Negra";33789,74654458;1994,3850264426
"354";"Acre";"Regular do ensino médio";"Rede pública";"Outros";482,40490777;262,40557308298
"355";"Amazonas";"Regular do ensino médio";"Rede privada";"Branca";3322,2388996;1328,43736349848
"356";"Amazonas";"Regular do ensino médio";"Rede privada";"Negra";6616,36381767;2063,77838438741
"357";"Amazonas";"Regular do ensino médio";"Rede privada";"Outros";260,66353115;248,449481517105
"358";"Amazonas";"Regular do ensino médio";"Rede pública";"Branca";35852,25971589;3966,19538208336
"359";"Amazonas";"Regular do ensino médio";"Rede pública";"Negra";175303,69629799;10224,1996377814
"360";"Amazonas";"Regular do ensino médio";"Rede pública";"Outros";3638,82143613;1122,87065813077
"361";"Roraima";"Regular do ensino médio";"Rede privada";"Branca";1119,84748756;488,31980151949
"362";"Roraima";"Regular do ensino médio";"Rede privada";"Negra";898,69497311;322,396682332549
"363";"Roraima";"Regular do ensino médio";"Rede privada";"Outros";0;0
"364";"Roraima";"Regular do ensino médio";"Rede pública";"Branca";3902,54397411;693,360828773902
"365";"Roraima";"Regular do ensino médio";"Rede pública";"Negra";16484,03575195;1528,28230122143
"366";"Roraima";"Regular do ensino médio";"Rede pública";"Outros";1467,55728415;512,584424987021
"367";"Pará";"Regular do ensino médio";"Rede privada";"Branca";10792,55282755;2293,16935335614
"368";"Pará";"Regular do ensino médio";"Rede privada";"Negra";22974,38003239;5175,52665072151
"369";"Pará";"Regular do ensino médio";"Rede privada";"Outros";359,85612325;342,115144750846
"370";"Pará";"Regular do ensino médio";"Rede pública";"Branca";70339,47648699;7895,01442772214
"371";"Pará";"Regular do ensino médio";"Rede pública";"Negra";285294,82776532;14365,6270859531
"372";"Pará";"Regular do ensino médio";"Rede pública";"Outros";7919,95334466;3049,9977657483
"373";"Amapá";"Regular do ensino médio";"Rede privada";"Branca";787,33081804;408,172104575749
"374";"Amapá";"Regular do ensino médio";"Rede privada";"Negra";1188,04412038;593,372600248735
"375";"Amapá";"Regular do ensino médio";"Rede privada";"Outros";0;0
"376";"Amapá";"Regular do ensino médio";"Rede pública";"Branca";7588,8408245;1536,28840874673
"377";"Amapá";"Regular do ensino médio";"Rede pública";"Negra";30975,29844737;3252,46228216758
"378";"Amapá";"Regular do ensino médio";"Rede pública";"Outros";0;0
"379";"Tocantins";"Regular do ensino médio";"Rede privada";"Branca";1652,83183279;669,166895517222
"380";"Tocantins";"Regular do ensino médio";"Rede privada";"Negra";1880,6695583;790,145854027608
"381";"Tocantins";"Regular do ensino médio";"Rede privada";"Outros";0;0
"382";"Tocantins";"Regular do ensino médio";"Rede pública";"Branca";11368,94588176;2208,46952608683
"383";"Tocantins";"Regular do ensino médio";"Rede pública";"Negra";61073,51902784;4842,29433980996
"384";"Tocantins";"Regular do ensino médio";"Rede pública";"Outros";958,1232651;545,813871206897
"385";"Maranhão";"Regular do ensino médio";"Rede privada";"Branca";5052,85500279;1223,65826902943
"386";"Maranhão";"Regular do ensino médio";"Rede privada";"Negra";15097,6780349;2535,11556561425
"387";"Maranhão";"Regular do ensino médio";"Rede privada";"Outros";0;0
"388";"Maranhão";"Regular do ensino médio";"Rede pública";"Branca";53192,60154599;4515,01486912699
"389";"Maranhão";"Regular do ensino médio";"Rede pública";"Negra";279713,70108768;10787,8508948429
"390";"Maranhão";"Regular do ensino médio";"Rede pública";"Outros";1213,93553368;513,198693631167
"391";"Piauí";"Regular do ensino médio";"Rede privada";"Branca";3823,97453415;1057,98429880312
"392";"Piauí";"Regular do ensino médio";"Rede privada";"Negra";8262,96402716;1946,08083913193
"393";"Piauí";"Regular do ensino médio";"Rede privada";"Outros";0;0
"394";"Piauí";"Regular do ensino médio";"Rede pública";"Branca";20347,82428281;2766,7998601575
"395";"Piauí";"Regular do ensino médio";"Rede pública";"Negra";101010,53047079;7494,69720304791
"396";"Piauí";"Regular do ensino médio";"Rede pública";"Outros";344,27390977;314,216931390009
"397";"Ceará";"Regular do ensino médio";"Rede privada";"Branca";14976,70675769;2877,53925411879
"398";"Ceará";"Regular do ensino médio";"Rede privada";"Negra";20108,66252899;3605,23338491426
"399";"Ceará";"Regular do ensino médio";"Rede privada";"Outros";184,47517193;170,353601996022
"400";"Ceará";"Regular do ensino médio";"Rede pública";"Branca";98200,41794034;7562,72170583341
"401";"Ceará";"Regular do ensino médio";"Rede pública";"Negra";262130,32297631;11984,6726077556
"402";"Ceará";"Regular do ensino médio";"Rede pública";"Outros";1808,1710078;1011,46956690648
"403";"Rio Grande do Norte";"Regular do ensino médio";"Rede privada";"Branca";5654,34730482;1956,42801952306
"404";"Rio Grande do Norte";"Regular do ensino médio";"Rede privada";"Negra";7321,85184855;1921,9143480421
"405";"Rio Grande do Norte";"Regular do ensino médio";"Rede privada";"Outros";0;0
"406";"Rio Grande do Norte";"Regular do ensino médio";"Rede pública";"Branca";50079,73171917;6181,71268020345
"407";"Rio Grande do Norte";"Regular do ensino médio";"Rede pública";"Negra";71642,38710679;6157,74557154167
"408";"Rio Grande do Norte";"Regular do ensino médio";"Rede pública";"Outros";749,70458278;680,813339225326
"409";"Paraíba";"Regular do ensino médio";"Rede privada";"Branca";11975,59060596;2320,30772190499
"410";"Paraíba";"Regular do ensino médio";"Rede privada";"Negra";12356,56464917;2345,84752538876
"411";"Paraíba";"Regular do ensino médio";"Rede privada";"Outros";0;0
"412";"Paraíba";"Regular do ensino médio";"Rede pública";"Branca";36183,86461373;4721,10446732874
"413";"Paraíba";"Regular do ensino médio";"Rede pública";"Negra";93201,80924248;6515,70287005802
"414";"Paraíba";"Regular do ensino médio";"Rede pública";"Outros";0;0
"415";"Pernambuco";"Regular do ensino médio";"Rede privada";"Branca";24502,18379881;4890,15368559429
"416";"Pernambuco";"Regular do ensino médio";"Rede privada";"Negra";22394,00883553;4374,82297161077
"417";"Pernambuco";"Regular do ensino médio";"Rede privada";"Outros";674,88294046;661,381484311729
"418";"Pernambuco";"Regular do ensino médio";"Rede pública";"Branca";98274,84043143;8411,76439351359
"419";"Pernambuco";"Regular do ensino médio";"Rede pública";"Negra";221210,43188777;11135,7312436779
"420";"Pernambuco";"Regular do ensino médio";"Rede pública";"Outros";7012,32130945;2678,87730255929
"421";"Alagoas";"Regular do ensino médio";"Rede privada";"Branca";8563,18028353;1964,44705172354
"422";"Alagoas";"Regular do ensino médio";"Rede privada";"Negra";9790,69609315;1604,9042021853
"423";"Alagoas";"Regular do ensino médio";"Rede privada";"Outros";602,43904963;372,745420021117
"424";"Alagoas";"Regular do ensino médio";"Rede pública";"Branca";29428,55838811;2435,67074678215
"425";"Alagoas";"Regular do ensino médio";"Rede pública";"Negra";97846,5866375;4776,73389365901
"426";"Alagoas";"Regular do ensino médio";"Rede pública";"Outros";1816,31085635;704,966509050509
"427";"Sergipe";"Regular do ensino médio";"Rede privada";"Branca";3153,67451838;1166,61604158853
"428";"Sergipe";"Regular do ensino médio";"Rede privada";"Negra";10940,56846268;2445,68049922547
"429";"Sergipe";"Regular do ensino médio";"Rede privada";"Outros";0;0
"430";"Sergipe";"Regular do ensino médio";"Rede pública";"Branca";11872,46049769;2069,15251352283
"431";"Sergipe";"Regular do ensino médio";"Rede pública";"Negra";62629,92051966;4721,91755191037
"432";"Sergipe";"Regular do ensino médio";"Rede pública";"Outros";973,23832109;751,162948144906
"433";"Bahia";"Regular do ensino médio";"Rede privada";"Branca";7291,25607761;2618,66512979232
"434";"Bahia";"Regular do ensino médio";"Rede privada";"Negra";30407,61633897;5706,05128955182
"435";"Bahia";"Regular do ensino médio";"Rede privada";"Outros";0;0
"436";"Bahia";"Regular do ensino médio";"Rede pública";"Branca";99799,43248003;11202,1617144272
"437";"Bahia";"Regular do ensino médio";"Rede pública";"Negra";514369,14711901;22658,085413762
"438";"Bahia";"Regular do ensino médio";"Rede pública";"Outros";5024,38429311;2520,50479671819
"439";"Minas Gerais";"Regular do ensino médio";"Rede privada";"Branca";44009,25030193;6631,87275291767
"440";"Minas Gerais";"Regular do ensino médio";"Rede privada";"Negra";27756,45132351;6623,58952804971
"441";"Minas Gerais";"Regular do ensino médio";"Rede privada";"Outros";0;0
"442";"Minas Gerais";"Regular do ensino médio";"Rede pública";"Branca";235327,47683413;15058,2958166215
"443";"Minas Gerais";"Regular do ensino médio";"Rede pública";"Negra";523177,28637472;23109,7186748722
"444";"Minas Gerais";"Regular do ensino médio";"Rede pública";"Outros";1283,18953085;920,940193424515
"445";"Espírito Santo";"Regular do ensino médio";"Rede privada";"Branca";8147,65085994;1611,39516227494
"446";"Espírito Santo";"Regular do ensino médio";"Rede privada";"Negra";6696,52234209;1543,79793840954
"447";"Espírito Santo";"Regular do ensino médio";"Rede privada";"Outros";326,65034573;244,178474202691
"448";"Espírito Santo";"Regular do ensino médio";"Rede pública";"Branca";32426,63639314;3152,75971650539
"449";"Espírito Santo";"Regular do ensino médio";"Rede pública";"Negra";71429,65170524;4787,05674298615
"450";"Espírito Santo";"Regular do ensino médio";"Rede pública";"Outros";310,83305971;318,944495306403
"451";"Rio de Janeiro";"Regular do ensino médio";"Rede privada";"Branca";97578,16946082;9141,03727096007
"452";"Rio de Janeiro";"Regular do ensino médio";"Rede privada";"Negra";48456,28627167;5295,72307452921
"453";"Rio de Janeiro";"Regular do ensino médio";"Rede privada";"Outros";889,02528687;661,027571916969
"454";"Rio de Janeiro";"Regular do ensino médio";"Rede pública";"Branca";167476,88630966;12587,0108952011
"455";"Rio de Janeiro";"Regular do ensino médio";"Rede pública";"Negra";336270,0866655;21458,6289543457
"456";"Rio de Janeiro";"Regular do ensino médio";"Rede pública";"Outros";597,19725788;559,179916136423
"457";"São Paulo";"Regular do ensino médio";"Rede privada";"Branca";226389,04171243;22937,5283927599
"458";"São Paulo";"Regular do ensino médio";"Rede privada";"Negra";57730,39785808;11642,0248418814
"459";"São Paulo";"Regular do ensino médio";"Rede privada";"Outros";6717,45846631;3894,97272590262
"460";"São Paulo";"Regular do ensino médio";"Rede pública";"Branca";683895,46016116;33362,3564442556
"461";"São Paulo";"Regular do ensino médio";"Rede pública";"Negra";692359,18428016;42488,9407630584
"462";"São Paulo";"Regular do ensino médio";"Rede pública";"Outros";9016,9875119;3773,51789515453
"463";"Paraná";"Regular do ensino médio";"Rede privada";"Branca";46390,00745361;5413,13125556765
"464";"Paraná";"Regular do ensino médio";"Rede privada";"Negra";9392,05238417;2757,69872366687
"465";"Paraná";"Regular do ensino médio";"Rede privada";"Outros";1488,26929405;817,595553848712
"466";"Paraná";"Regular do ensino médio";"Rede pública";"Branca";205142,78389265;12587,4016186169
"467";"Paraná";"Regular do ensino médio";"Rede pública";"Negra";151317,71833216;9883,48678442229
"468";"Paraná";"Regular do ensino médio";"Rede pública";"Outros";3253,1204492;1543,03229230999
"469";"Santa Catarina";"Regular do ensino médio";"Rede privada";"Branca";33675,28067373;3386,52721227135
"470";"Santa Catarina";"Regular do ensino médio";"Rede privada";"Negra";3914,5417097;1109,70849023903
"471";"Santa Catarina";"Regular do ensino médio";"Rede privada";"Outros";0;0
"472";"Santa Catarina";"Regular do ensino médio";"Rede pública";"Branca";180969,89838243;13942,6106464095
"473";"Santa Catarina";"Regular do ensino médio";"Rede pública";"Negra";49150,5211982;4133,31646463595
"474";"Santa Catarina";"Regular do ensino médio";"Rede pública";"Outros";889,5543129;541,624978018283
"475";"Rio Grande do Sul";"Regular do ensino médio";"Rede privada";"Branca";43714,70143547;5307,55218782462
"476";"Rio Grande do Sul";"Regular do ensino médio";"Rede privada";"Negra";3424,73951801;1411,52489100738
"477";"Rio Grande do Sul";"Regular do ensino médio";"Rede privada";"Outros";324,1160208;356,550192408119
"478";"Rio Grande do Sul";"Regular do ensino médio";"Rede pública";"Branca";238705,34276894;13696,3206361769
"479";"Rio Grande do Sul";"Regular do ensino médio";"Rede pública";"Negra";87768,95686352;8031,03130435948
"480";"Rio Grande do Sul";"Regular do ensino médio";"Rede pública";"Outros";752,37286655;788,723972845383
"481";"Mato Grosso do Sul";"Regular do ensino médio";"Rede privada";"Branca";4973,03308078;1495,50533392922
"482";"Mato Grosso do Sul";"Regular do ensino médio";"Rede privada";"Negra";3171,19071779;929,790304788245
"483";"Mato Grosso do Sul";"Regular do ensino médio";"Rede privada";"Outros";919,54247322;725,815558665259
"484";"Mato Grosso do Sul";"Regular do ensino médio";"Rede pública";"Branca";37044,85497335;3335,92246239137
"485";"Mato Grosso do Sul";"Regular do ensino médio";"Rede pública";"Negra";58476,30137304;4759,83826768142
"486";"Mato Grosso do Sul";"Regular do ensino médio";"Rede pública";"Outros";821,00148106;480,426305939654
"487";"Mato Grosso";"Regular do ensino médio";"Rede privada";"Branca";1722,45670519;702,684319693893
"488";"Mato Grosso";"Regular do ensino médio";"Rede privada";"Negra";4820,30766127;1181,32225195383
"489";"Mato Grosso";"Regular do ensino médio";"Rede privada";"Outros";0;0
"490";"Mato Grosso";"Regular do ensino médio";"Rede pública";"Branca";30382,35767026;3230,29470133389
"491";"Mato Grosso";"Regular do ensino médio";"Rede pública";"Negra";99554,14992135;6481,52958366344
"492";"Mato Grosso";"Regular do ensino médio";"Rede pública";"Outros";2938,80063785;1228,52991731952
"493";"Goiás";"Regular do ensino médio";"Rede privada";"Branca";14700,59567088;2661,08805738286
"494";"Goiás";"Regular do ensino médio";"Rede privada";"Negra";24359,96777497;5243,50248774999
"495";"Goiás";"Regular do ensino médio";"Rede privada";"Outros";0;0
"496";"Goiás";"Regular do ensino médio";"Rede pública";"Branca";80555,43720578;7352,33559375962
"497";"Goiás";"Regular do ensino médio";"Rede pública";"Negra";168031,71159244;11110,5976558047
"498";"Goiás";"Regular do ensino médio";"Rede pública";"Outros";2929,67046888;1213,62351722849
"499";"Distrito Federal";"Regular do ensino médio";"Rede privada";"Branca";20574,90451113;3282,15873239942
"500";"Distrito Federal";"Regular do ensino médio";"Rede privada";"Negra";22252,89599313;3278,04167983185
"501";"Distrito Federal";"Regular do ensino médio";"Rede privada";"Outros";0;0
"502";"Distrito Federal";"Regular do ensino médio";"Rede pública";"Branca";33097,15131625;5490,94716142335
"503";"Distrito Federal";"Regular do ensino médio";"Rede pública";"Negra";58948,57669957;5308,56394402982
"504";"Distrito Federal";"Regular do ensino médio";"Rede pública";"Outros";837,40577252;558,628494069068
